9,question2,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question3,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question4,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question5,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question6,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question7,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question8,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question9,answer1,$answer2,$answer3,$answer4,$rightanswer
9,question10,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question1,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question2,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question3,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question4,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question5,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question6,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question7,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question8,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question9,answer1,$answer2,$answer3,$answer4,$rightanswer
10,question10,answer1,$answer2,$answer3,$answer4,$rightanswer
